problem                                 |round                              |level   |solved
SkipList                                |TCO07 Wildcard                     |3       |False
BusyTime                                |TCO07 Semi 3                       |1       |False
ToolingUp                               |TCO07 Semi 3                       |2       |False
Inc                                     |TCO07 Semi 3                       |3       |False
Curvy                                   |TCO07 Semi 2                       |1       |False
BigWheels                               |TCO07 Semi 2                       |2       |False
NextBetter                              |TCO07 Semi 2                       |3       |False
CostMatrix                              |TCO07 Semi 1                       |1       |False
DifferentPokerHands                     |TCO07 Semi 1                       |2       |False
WorstCaseQuicksort                      |TCO07 Semi 1                       |3       |False
UnderscoreJustification                 |SRM 385                            |1       |False
TurningMaze                             |SRM 385                            |2       |False
InfiniteAddition                        |SRM 385                            |3       |False
DepositProfit                           |TCHS SRM 49                        |1       |False
TransformingArray                       |TCHS SRM 49                        |2       |False
TowersAttack                            |TCHS SRM 49                        |3       |False
Library                                 |SRM 384                            |1       |False
SchoolTrip                              |SRM 384                            |2       |False
ChessTraining                           |SRM 384                            |3       |False
SendingCards                            |TCHS SRM 48                        |1       |False
CommonFactors                           |TCHS SRM 48                        |2       |False
ThreeWatchtowers                        |TCHS SRM 48                        |3       |False
Planks                                  |SRM 383                            |1       |False
FloorBoards                             |SRM 383                            |2       |False
PyramidPuzzle                           |SRM 383                            |3       |False
CollectingRiders                        |SRM 382                            |1       |False
PointsOnACircle                         |SRM 382                            |2       |False
CharmingTickets                         |SRM 382                            |3       |False
TheDiceGame                             |SRM 381                            |1       |False
TheHomework                             |SRM 381                            |2       |False
TheSquares                              |SRM 381                            |3       |False
CardsShuffle                            |TCHS SRM 47                        |1       |False
GraphClique                             |TCHS SRM 47                        |2       |False
RandomShuffle                           |TCHS SRM 47                        |3       |False
LameKnight                              |SRM 380                            |1       |False
CompilingDecksWithJokers                |SRM 380                            |2       |False
NestedDiamonds                          |SRM 380                            |3       |False
Pawns                                   |TCHS SRM 46                        |1       |False
FoodCollecting                          |TCHS SRM 46                        |2       |False
KingsTour                               |TCHS SRM 46                        |3       |False
SellingProducts                         |SRM 379                            |1       |False
FillBox                                 |SRM 379                            |2       |False
TVGame                                  |SRM 379                            |3       |False
SolvingEquation                         |TCHS SRM 45                        |1       |False
DecreasingNumber                        |TCHS SRM 45                        |2       |False
PaperUnfolding                          |TCHS SRM 45                        |3       |False
TrueStatements                          |SRM 378                            |1       |False
SolvePolynomial                         |SRM 378                            |2       |False
TwistyPassages                          |SRM 378                            |3       |False
Trainyard                               |SRM 376                            |1       |False
MarbleMachine                           |SRM 376                            |2       |False
Unjumpers                               |SRM 376                            |3       |False
YoungBrother                            |TCHS SRM 44                        |1       |False
DriveCar                                |TCHS SRM 44                        |2       |False
DogField                                |TCHS SRM 44                        |3       |False
DivisibleByDigits                       |SRM 375                            |1       |False
DateFieldCorrection                     |SRM 375                            |2       |False
DukeOnLargeChessBoard                   |SRM 375                            |3       |False
SyllableSorting                         |SRM 374                            |1       |False
PlayerExtraction                        |SRM 374                            |2       |False
CommercialPlanner                       |SRM 374                            |3       |False
TransformArray                          |TCHS SRM 43                        |1       |False
TraditionalMarriage                     |TCHS SRM 43                        |2       |False
ArithmeticalMean                        |TCHS SRM 43                        |3       |False
StringFragmentation                     |SRM 373                            |1       |False
RoadCrossing                            |SRM 373                            |2       |False
SpiralConstruction                      |SRM 373                            |3       |False
FancyGUI                                |TCHS SRM 42                        |1       |False
TwoWords                                |TCHS SRM 42                        |2       |False
MonkeyTreeDistance                      |TCHS SRM 42                        |3       |False
RoadConstruction                        |SRM 372                            |1       |False
RoundOfEleven                           |SRM 372                            |2       |False
RadarGuns                               |SRM 372                            |3       |False
MajorityElement                         |TCHS SRM 41                        |1       |False
NotationLength                          |TCHS SRM 41                        |2       |False
TrianglesBoard                          |TCHS SRM 41                        |3       |False
SpiralRoute                             |SRM 371                            |1       |False
ChessMatchup                            |SRM 371                            |2       |False
RaceOrdering                            |SRM 371                            |3       |False
DrawingMarbles                          |SRM 370                            |1       |False
ConnectTheCities                        |SRM 370                            |2       |False
NumberOfDivisors                        |SRM 370                            |3       |False
BeautifulString                         |SRM 369                            |1       |False
AbsSequence                             |SRM 369                            |2       |False
MountainMap                             |SRM 369                            |3       |False
Secretary                               |TCHS SRM 40                        |1       |False
LibraryWorker                           |TCHS SRM 40                        |2       |False
Shapes                                  |TCHS SRM 40                        |3       |False
ObtainingDigitK                         |SRM 367                            |1       |False
DeviceProgramming                       |SRM 367                            |2       |False
WSNParentsAssignment                    |SRM 367                            |3       |False
WebBrowser                              |TCHS SRM 39                        |1       |False
LinearCity                              |TCHS SRM 39                        |2       |False
RangeFixer                              |TCHS SRM 39                        |3       |False
ChangingSounds                          |SRM 366                            |1       |False
GuitarConcert                           |SRM 366                            |2       |False
LateForConcert                          |SRM 366                            |3       |False
PointsOnCircle                          |SRM 365                            |1       |False
ArithmeticProgressions                  |SRM 365                            |2       |False
RelabelingOfGraph                       |SRM 365                            |3       |False
JoshString                              |TCHS SRM 38                        |1       |False
JoshSum                                 |TCHS SRM 38                        |2       |False
GrandpaField                            |TCHS SRM 38                        |3       |False
Paintball                               |SRM 364                            |1       |False
PowerPlants                             |SRM 364                            |2       |False
YankeeSwap                              |SRM 364                            |3       |False
HandsShaking                            |SRM 363                            |1       |False
MirrorNumber                            |SRM 363                            |2       |False
PackageDelivery                         |SRM 363                            |3       |False
BestHotel                               |TCHS SRM 37                        |1       |False
BooksNumbering                          |TCHS SRM 37                        |2       |False
SumoTournament                          |TCHS SRM 37                        |3       |False
MaximizeSquares                         |SRM 362                            |1       |False
PartialSeries                           |SRM 362                            |2       |False
CoolRectangles                          |SRM 362                            |3       |False
VegetableField                          |TCHS SRM 36                        |1       |False
CrazySequence                           |TCHS SRM 36                        |2       |False
CoolNumber                              |TCHS SRM 36                        |3       |False
WhiteHats                               |SRM 361                            |1       |False
ReverseDistance                         |SRM 361                            |2       |False
WeighingScale                           |SRM 361                            |3       |False
SumOfSelectedCells                      |SRM 360                            |1       |False
PrinceOfPersia                          |SRM 360                            |2       |False
ConvexArray                             |SRM 360                            |3       |False
NamesList                               |TCHS SRM 35                        |1       |False
PaperGame                               |TCHS SRM 35                        |2       |False
PaperScraps                             |TCHS SRM 35                        |3       |False
DriveFailures                           |SRM 359                            |1       |False
CropCircles                             |SRM 359                            |2       |False
BubbleSortIterations                    |SRM 359                            |3       |False
QuoteContest                            |TCHS SRM 34                        |1       |False
NumbersGame                             |TCHS SRM 34                        |2       |False
ExploringHoneycombs                     |TCHS SRM 34                        |3       |False
BrokenButtons                           |SRM 358                            |1       |False
BalanceScale                            |SRM 358                            |2       |False
SharksDinner                            |SRM 358                            |3       |False
CastleGuards                            |TCHS SRM 33                        |1       |False
DogAndRabbit                            |TCHS SRM 33                        |2       |False
AlmostPrime                             |TCHS SRM 33                        |3       |False
Hotel                                   |SRM 357                            |1       |False
WebsiteRank                             |SRM 357                            |2       |False
ChipArea                                |SRM 357                            |3       |False
AverageProblem                          |SRM 356                            |1       |False
MarriageProblemRevised                  |SRM 356                            |2       |False
EscapeTheJail                           |SRM 356                            |3       |False
SimpleTextProcessor                     |TCHS07 Finals                      |1       |False
ZeroesAndOnesGrid                       |TCHS07 Finals                      |2       |False
RoadsReorganization                     |TCHS07 Finals                      |3       |False
SortInsideNumber                        |TCHS07 Semifinal                   |1       |False
SoccerCommentator                       |TCHS07 Semifinal                   |2       |False
KnapsackProblem                         |TCHS07 Semifinal                   |3       |False
PolishNotation                          |TCO07 Round 4                      |1       |False
SortingInIterations                     |TCO07 Round 4                      |2       |False
FourSubstrings                          |TCO07 Round 4                      |3       |False
Defects                                 |TCO07 Sponsor 2                    |1       |False
WordSplit                               |TCO07 Sponsor 2                    |2       |False
Neaten                                  |TCO07 Sponsor 2                    |3       |False
SortMaterials                           |TCO07 Round 3                      |1       |False
Candles                                 |TCO07 Round 3                      |2       |False
VotingBloc                              |TCO07 Round 3                      |3       |False
AntiPalindrome                          |TCO07 Sponsor 1                    |1       |False
NavalBattle                             |TCO07 Sponsor 1                    |2       |False
AmbiguousWatch                          |TCO07 Sponsor 1                    |3       |False
Defects                                 |TCO07 Round 2                      |1       |False
WordSplit                               |TCO07 Round 2                      |2       |False
Neaten                                  |TCO07 Round 2                      |3       |False
PacketRepack                            |TCO07 Sponsor Qual                 |1       |False
MemorizingPi                            |TCO07 Sponsor Qual                 |2       |False
BalancingGame                           |TCO07 Sponsor Qual                 |3       |False
SquareCypher                            |TCO07 Round 1C                     |1       |False
RaceTrack                               |TCO07 Round 1C                     |2       |False
MedievalCity                            |TCO07 Round 1C                     |3       |False
AntiPalindrome                          |TCO07 Round 1B                     |1       |False
NavalBattle                             |TCO07 Round 1B                     |2       |False
AmbiguousWatch                          |TCO07 Round 1B                     |3       |False
Turnpike                                |TCO07 Round 1A                     |1       |False
TableLabel                              |TCO07 Round 1A                     |2       |False
Destruction                             |TCO07 Round 1A                     |3       |False
PacketRepack                            |TCO07 Qual 3                       |1       |False
MemorizingPi                            |TCO07 Qual 3                       |2       |False
BalancingGame                           |TCO07 Qual 3                       |3       |False
BuildATeam                              |TCO07 Qual 2                       |1       |False
BasketballStandings                     |TCO07 Qual 2                       |2       |False
BuildTheBestTeam                        |TCO07 Qual 2                       |3       |False
Snaky                                   |TCO07 Qual 1                       |1       |False
Bigital                                 |TCO07 Qual 1                       |2       |False
Alarmed                                 |TCO07 Qual 1                       |3       |False
Kings                                   |TCHS07 Alpha 3                     |1       |False
DividingRectangle                       |TCHS07 Alpha 3                     |2       |False
GamesSchedule                           |TCHS07 Alpha 3                     |3       |False
AdvertisingAgency                       |Delta Round 3                      |1       |False
DigramAnalysis                          |Delta Round 3                      |2       |False
MoreBlack                               |Delta Round 3                      |3       |False
BrokenKeyboardRepair                    |TCHS07 Gamma 3                     |1       |False
ColorfulDisks                           |TCHS07 Gamma 3                     |2       |False
Provinces                               |TCHS07 Gamma 3                     |3       |False
ItemizedList                            |TCHS07 Gamma 2                     |1       |False
FractionPoints                          |TCHS07 Gamma 2                     |2       |False
YahtzeeAdversary                        |TCHS07 Gamma 2                     |3       |False
CellularPhoneTarif                      |TCHS07 Alpha 2                     |1       |False
PulseDial                               |TCHS07 Alpha 2                     |2       |False
FireSimulation                          |TCHS07 Alpha 2                     |3       |False
LargestCountry                          |TCHS07 Beta 2                      |1       |False
ChangingSeats                           |TCHS07 Beta 2                      |2       |False
LatticeCrossword                        |TCHS07 Beta 2                      |3       |False
FrequentPairs                           |TCHS07 Delta 2                     |1       |False
PipePatcher                             |TCHS07 Delta 2                     |2       |False
CalculatorDisplay                       |TCHS07 Delta 2                     |3       |False
CandyBoxes                              |TCHS07 Beta 3                      |1       |False
StringOfNumbers                         |TCHS07 Beta 3                      |2       |False
SafeDrive                               |TCHS07 Beta 3                      |3       |False
MixingLiquids                           |SRM 355                            |1       |False
Tetrahedron                             |SRM 355                            |2       |False
BeautifulHexagonalTilings               |SRM 355                            |3       |False
DateFormat                              |SRM 354                            |1       |False
RemissiveSwaps                          |SRM 354                            |2       |False
RooksPlacement                          |SRM 354                            |3       |False
Glossary                                |SRM 353                            |1       |False
PlatformJumper                          |SRM 353                            |2       |False
FurnitureRobbery                        |SRM 353                            |3       |False
NumberofFiboCalls                       |SRM 352                            |1       |False
FibonacciKnapsack                       |SRM 352                            |2       |False
PaperRacing                             |SRM 352                            |3       |False
ProductSet                              |Delta Round 1                      |1       |False
DigitMask                               |Delta Round 1                      |2       |False
WordConnect                             |Delta Round 1                      |3       |False
BadExam                                 |TCHS07 Beta 1                      |1       |False
CountingCrowds                          |TCHS07 Beta 1                      |2       |False
FamilyTravel                            |TCHS07 Beta 1                      |3       |False
TriangleConstruction                    |TCHS07 Gamma 1                     |1       |False
SortingPhotos                           |TCHS07 Gamma 1                     |2       |False
MultiprocessorProgramming               |TCHS07 Gamma 1                     |3       |False
SearchDisks                             |TCHS07 Alpha Round 1               |1       |False
TwoTrains                               |TCHS07 Alpha Round 1               |2       |False
CrazyCompetition                        |TCHS07 Alpha Round 1               |3       |False
CoinsExchange                           |SRM 351                            |1       |False
BoxesArrangement                        |SRM 351                            |2       |False
NewMagicSquare                          |SRM 351                            |3       |False
SumsOfPerfectPowers                     |SRM 350                            |1       |False
StarsInGraphs                           |SRM 350                            |2       |False
PlaneDivision                           |SRM 350                            |3       |False
RadarFinder                             |SRM 349                            |1       |False
DiceGames                               |SRM 349                            |2       |False
LastMarble                              |SRM 349                            |3       |False
LostParentheses                         |SRM 348                            |1       |False
RailwayTickets                          |SRM 348                            |2       |False
NormalizingTrees                        |SRM 348                            |3       |False
Aircraft                                |SRM 347                            |1       |False
FlightScheduler                         |SRM 347                            |2       |False
MetroNetwork                            |SRM 347                            |3       |False
CommonMultiples                         |SRM 346                            |1       |False
HeightRound                             |SRM 346                            |2       |False
Meteorites                              |SRM 346                            |3       |False
Pathfinding                             |SRM 345                            |1       |False
StoneGame                               |SRM 345                            |2       |False
ByteLand                                |SRM 345                            |3       |False
VolleyballTournament                    |SRM 344                            |1       |False
QuantumAlchemy                          |SRM 344                            |2       |False
FairTournament                          |SRM 344                            |3       |False
CDPlayer                                |SRM 343                            |1       |False
MoneyGame                               |SRM 343                            |2       |False
RefactorableNumber                      |SRM 343                            |3       |False
TagalogDictionary                       |SRM 342                            |1       |False
ReverseResources                        |SRM 342                            |2       |False
DrivingAround                           |SRM 342                            |3       |False
KLastNonZeroDigits                      |SRM 341                            |1       |False
LandAndSea                              |SRM 341                            |2       |False
ValidPlates                             |SRM 341                            |3       |False
ProblemsToSolve                         |SRM 340                            |1       |False
CsCourses                               |SRM 340                            |2       |False
VegetableGarden                         |SRM 340                            |3       |False
BusTrip                                 |SRM 339                            |1       |False
TestBettingStrategy                     |SRM 339                            |2       |False
RPSTournament                           |SRM 339                            |3       |False
ImprovingStatistics                     |SRM 338                            |1       |False
RandomSwaps                             |SRM 338                            |2       |False
CakeParty                               |SRM 338                            |3       |False
CardStraights                           |SRM 337                            |1       |False
BuildingAdvertise                       |SRM 337                            |2       |False
CountPalindromes                        |SRM 337                            |3       |False
ServiceNames                            |SRM 336                            |1       |False
LikelyWord                              |SRM 336                            |2       |False
Shadow                                  |SRM 336                            |3       |False
Multifactorial                          |SRM 335                            |1       |False
ExpensiveTravel                         |SRM 335                            |2       |False
RandomFights                            |SRM 335                            |3       |False
EncodedSum                              |SRM 334                            |1       |False
ExtendedHappyNumbers                    |SRM 334                            |2       |False
Terrorists                              |SRM 334                            |3       |False
BirthNumbersValidator                   |SRM 333                            |1       |False
RepeatedPatterns                        |SRM 333                            |2       |False
ThreeBuses                              |SRM 333                            |3       |False
BoulderRace                             |TCHS SRM 32                        |1       |False
SpecialDay                              |TCHS SRM 32                        |2       |False
SuperPasture                            |TCHS SRM 32                        |3       |False
TrafficReport                           |TCHS SRM 31                        |1       |False
HighwayJam                              |TCHS SRM 31                        |2       |False
LicensePlate                            |TCHS SRM 31                        |3       |False
HowManyBirthdays                        |TCHS SRM 30                        |1       |False
GoodAndBadPostmen                       |TCHS SRM 30                        |2       |False
AcidRain                                |TCHS SRM 30                        |3       |False
ReverseSums                             |TCHS SRM 29                        |1       |False
CommutePlan                             |TCHS SRM 29                        |2       |False
FiveStarPatterns                        |TCHS SRM 29                        |3       |False
SwappingMarbles                         |TCHS SRM 28                        |1       |False
ProdCalc                                |TCHS SRM 28                        |2       |False
ForestGarbage                           |TCHS SRM 28                        |3       |False
BrickMystery                            |TCHS SRM 27                        |1       |False
Armies                                  |TCHS SRM 27                        |2       |False
AdaptiveRouting                         |TCHS SRM 27                        |3       |False
ThirdBuyDiscount                        |TCHS SRM 26                        |1       |False
CompressedString                        |TCHS SRM 26                        |2       |False
CoolNumbers                             |TCHS SRM 26                        |3       |False
Triominoes                              |TCCC06 Finals                      |1       |False
TurtleGraphics                          |TCCC06 Finals                      |2       |False
BuffetLine                              |TCCC06 Finals                      |3       |False
AlmostBipartiteMatching                 |TCCC06 Wildcard                    |1       |False
SingleElimination                       |TCCC06 Wildcard                    |2       |False
Regulars                                |TCCC06 Wildcard                    |3       |False
CodeSet                                 |TCCC06 Semi 3                      |1       |False
CCWTurning                              |TCCC06 Semi 3                      |2       |False
RepeatedAddition                        |TCCC06 Semi 3                      |3       |False
OlympicsBroadcasting                    |TCCC06 Semi 2                      |1       |False
DominoesFinding                         |TCCC06 Semi 2                      |2       |False
FastGossip                              |TCCC06 Semi 2                      |3       |False
Coherency                               |TCCC06 Semi 1                      |1       |False
Architects                              |TCCC06 Semi 1                      |2       |False
Amazing                                 |TCCC06 Semi 1                      |3       |False
Diamonds                                |TCCC06 Sponsor 3                   |1       |False
WordGuessingGame                        |TCCC06 Sponsor 3                   |2       |False
TopologicalEquivalence                  |TCCC06 Sponsor 3                   |3       |False
ConstitutiveNumbers                     |TCCC06 Sponsor 2                   |1       |False
MatrixPainting                          |TCCC06 Sponsor 2                   |2       |False
DominoesFalling                         |TCCC06 Sponsor 2                   |3       |False
ConstitutiveNumbers                     |TCCC06 Round 2C                    |1       |False
MatrixPainting                          |TCCC06 Round 2C                    |2       |False
DominoesFalling                         |TCCC06 Round 2C                    |3       |False
BComputation                            |TCCC06 Round 2B                    |1       |False
FracSum                                 |TCCC06 Round 2B                    |2       |False
SplitSubgraphs                          |TCCC06 Round 2B                    |3       |False
Diamonds                                |TCCC06 Round 3                     |1       |False
WordGuessingGame                        |TCCC06 Round 3                     |2       |False
TopologicalEquivalence                  |TCCC06 Round 3                     |3       |False
MatchCounts                             |TCCC06 Round 2A                    |1       |False
Repeat                                  |TCCC06 Round 2A                    |2       |False
DominoesLines                           |TCCC06 Round 2A                    |3       |False
FriendlySequences                       |TCCC06 Spon 1                      |1       |False
QueenCovering                           |TCCC06 Spon 1                      |2       |False
SnowStorm                               |TCCC06 Spon 1                      |3       |False
FriendlySequences                       |TCCC06 Round 1C                    |1       |False
QueenCovering                           |TCCC06 Round 1C                    |2       |False
SnowStorm                               |TCCC06 Round 1C                    |3       |False
UsingStats                              |TCCC06 Sponsor Qual                |1       |False
CheckersBoard                           |TCCC06 Sponsor Qual                |2       |False
MixedUpPrimes                           |TCCC06 Sponsor Qual                |3       |False
Spirals                                 |TCCC06 Round 1B                    |1       |False
FactoryCounting                         |TCCC06 Round 1B                    |2       |False
Monopolies                              |TCCC06 Round 1B                    |3       |False
StringSquares                           |TCCC06 Round 1A                    |1       |False
PickupBed                               |TCCC06 Round 1A                    |2       |False
VectorCostSequence                      |TCCC06 Round 1A                    |3       |False
UsingStats                              |TCCC06 Qual 3                      |1       |False
CheckersBoard                           |TCCC06 Qual 3                      |2       |False
MixedUpPrimes                           |TCCC06 Qual 3                      |3       |False
ProseFlip                               |TCCC06 Qual 2                      |1       |False
CheapestTabComplete                     |TCCC06 Qual 2                      |2       |False
QuickTableau                            |TCCC06 Qual 2                      |3       |False
MedianProcess                           |TCCC06 Qual 1                      |1       |False
StudentsOrdering                        |TCCC06 Qual 1                      |2       |False
PenPuzzle                               |TCCC06 Qual 1                      |3       |False
ManyNumbers                             |TCHS SRM 25                        |1       |False
LuckyFives                              |TCHS SRM 25                        |2       |False
Staircase                               |TCHS SRM 25                        |3       |False
AnswerEvaluation                        |TCHS SRM 24                        |1       |False
AnagramCompletion                       |TCHS SRM 24                        |2       |False
SwampyLands                             |TCHS SRM 24                        |3       |False
GoodExhibition                          |TCHS SRM 23                        |1       |False
Apportionment                           |TCHS SRM 23                        |2       |False
Collector                               |TCHS SRM 23                        |3       |False
FibonacciSequence                       |TCHS SRM 22                        |1       |False
CarParking                              |TCHS SRM 22                        |2       |False
RiverCrossing                           |TCHS SRM 22                        |3       |False
PostOffice                              |TCHS SRM 21                        |1       |False
FixedPoint                              |TCHS SRM 21                        |2       |False
ElectiveSystem                          |TCHS SRM 21                        |3       |False
Surname                                 |TCHS SRM 20                        |1       |False
Postnet                                 |TCHS SRM 20                        |2       |False
Touchdown                               |TCHS SRM 20                        |3       |False
DartThrow                               |TCHS SRM 19                        |1       |False
SalePitch                               |TCHS SRM 19                        |2       |False
RubeGoldberg                            |TCHS SRM 19                        |3       |False
ApplePie                                |TCHS SRM 18                        |1       |False
FrogDerby                               |TCHS SRM 18                        |2       |False
WarehouseJob                            |TCHS SRM 18                        |3       |False
BisquareSums                            |TCHS SRM 17                        |1       |False
ScrabFortune                            |TCHS SRM 17                        |2       |False
MinePut                                 |TCHS SRM 17                        |3       |False
MissedCall                              |TCHS SRM 16                        |1       |False
BrokenElevator                          |TCHS SRM 16                        |2       |False
Divisibility                            |TCHS SRM 16                        |3       |False
NumbersLine                             |TCHS SRM 15                        |1       |False
ShootingGallery                         |TCHS SRM 15                        |2       |False
SetOfBoxes                              |TCHS SRM 15                        |3       |False
Xox                                     |TCHS SRM 14                        |1       |False
FriendsTrouble                          |TCHS SRM 14                        |2       |False
TournamentSchedule                      |TCHS SRM 14                        |3       |False
WallRepair                              |TCHS SRM 13                        |1       |False
DessertMaker                            |TCHS SRM 13                        |2       |False
CircuitBoard                            |TCHS SRM 13                        |3       |False
IndictDates                             |TCHS SRM 12                        |1       |False
DistinctDice                            |TCHS SRM 12                        |2       |False
Dragon                                  |TCHS SRM 12                        |3       |False
CityBuses                               |TCHS SRM 11                        |1       |False
LineOfSight                             |TCHS SRM 11                        |2       |False
StringBeads                             |TCHS SRM 11                        |3       |False
Fractile                                |TCHS SRM 10                        |1       |False
Cannons                                 |TCHS SRM 10                        |2       |False
SwitchingBits                           |TCHS SRM 10                        |3       |False
ExcitingGame                            |TCHS SRM 9                         |1       |False
SimpleCompressor                        |TCHS SRM 9                         |2       |False
ProductsMatrix                          |TCHS SRM 9                         |3       |False
FussySleeper                            |TCHS SRM 8                         |1       |False
WordMath                                |TCHS SRM 8                         |2       |False
PendingTasks                            |TCHS SRM 8                         |3       |False
TextProcessor                           |TCHS SRM 7                         |1       |False
StraightArray                           |TCHS SRM 7                         |2       |False
EnclosingRectangle                      |TCHS SRM 7                         |3       |False
DigitalDisplay                          |TCHS SRM 6                         |1       |False
WildCardMatch                           |TCHS SRM 6                         |2       |False
BracketMaze                             |TCHS SRM 6                         |3       |False
TVSize                                  |TCHS SRM 5                         |1       |False
SuperSort                               |TCHS SRM 5                         |2       |False
TextEditorNavigation                    |TCHS SRM 5                         |3       |False
WinningTrick                            |TCHS SRM 4                         |1       |False
CompositionTimeSignature                |TCHS SRM 4                         |2       |False
ProductionOptimization                  |TCHS SRM 4                         |3       |False
BestSeller                              |TCHS SRM 3                         |1       |False
KidsWordGame                            |TCHS SRM 3                         |2       |False
BestDecomposition                       |TCHS SRM 3                         |3       |False
CreatePairs                             |SRM 332                            |1       |False
RestoringPolygon                        |SRM 332                            |2       |False
LadderPermutation                       |SRM 332                            |3       |False
CarolsSinging                           |SRM 331                            |1       |False
Shopping                                |SRM 331                            |2       |False
HiddenSquares                           |SRM 331                            |3       |False
Arrows                                  |SRM 330                            |1       |False
PrefixFreeSubsets                       |SRM 330                            |2       |False
LongLongNim                             |SRM 330                            |3       |False
RailroadSeatNumeration                  |SRM 329                            |1       |False
LogCutter                               |SRM 329                            |2       |False
RPSChamps                               |SRM 329                            |3       |False
LightsCube                              |SRM 328                            |1       |False
BlockEnemy                              |SRM 328                            |2       |False
BackyardTrees                           |SRM 328                            |3       |False
NiceOrUgly                              |SRM 327                            |1       |False
QuadraticEquations                      |SRM 327                            |2       |False
PostfixRLE                              |SRM 327                            |3       |False
PositiveID                              |SRM 326                            |1       |False
InscribedTriangles                      |SRM 326                            |2       |False
BerryPacker                             |SRM 326                            |3       |False
FenceRepairing                          |SRM 325                            |1       |False
ModularInequality                       |SRM 325                            |2       |False
NewMoneySystem                          |SRM 325                            |3       |False
PalindromeDecoding                      |SRM 324                            |1       |False
TournamentPlan                          |SRM 324                            |2       |False
PalindromeEncoding                      |SRM 324                            |3       |False
RoadsAndFools                           |SRM 323                            |1       |False
Survived                                |SRM 323                            |2       |False
RestoreExpression                       |SRM 323                            |3       |False
GroupWork                               |SRM 322                            |1       |False
ExtendedDominoes                        |SRM 322                            |2       |False
StrawberryFieldsOnFire                  |SRM 322                            |3       |False
Chocolate                               |SRM 321                            |1       |False
WeirdSort                               |SRM 321                            |2       |False
MergingGraph                            |SRM 321                            |3       |False
ExtraordinarilyLarge                    |SRM 320                            |1       |False
ContestSchedule                         |SRM 320                            |2       |False
SeatingPlan                             |SRM 320                            |3       |False
BusSeating                              |SRM 319                            |1       |False
ConstructBST                            |SRM 319                            |2       |False
Manhattan                               |SRM 319                            |3       |False
ReturnToHome                            |SRM 318                            |1       |False
CyclicGame                              |SRM 318                            |2       |False
BiggestRectangleHard                    |SRM 318                            |3       |False
InboxCleanup                            |SRM 316                            |1       |False
PlacingPieces                           |SRM 316                            |2       |False
RoboRace                                |SRM 316                            |3       |False
DigitsSum                               |SRM 315                            |1       |False
SillySudoku                             |SRM 315                            |2       |False
ThreeMines                              |SRM 315                            |3       |False
